batch_id,variable_address,ref_count
177,0x003fd1b8,2
177,0x003fd1ba,4
178,0x003fd1e0,4
179,0x003fd1ee,2
179,0x003fd1f6,2
180,0x003fd20a,2
180,0x003fd215,2
180,0x003fe9a8,2
180,0x003fea70,2
181,0x003fd229,2
182,0x003fd22b,2
183,0x003fd236,2
183,0x003fd24a,2
183,0x003fd256,2
183,0x003feeb6,2
184,0x003fd25c,2
184,0x003fd25e,2
184,0x003fd260,2
185,0x003fd265,2
186,0x003fd270,2
186,0x003fd271,2
186,0x003fd273,2
186,0x003fd275,2
187,0x003fd27f,2
187,0x003fd280,2
187,0x003fd281,2
187,0x003fd282,2
187,0x003fd283,2
187,0x003fd288,2
187,0x003fd289,2
187,0x003fd28a,2
187,0x003fd28b,2
187,0x003fd28c,2
187,0x003fd28d,2
187,0x003fd28e,2
187,0x003fd28f,2
187,0x003fd290,2
187,0x003fd291,2
188,0x003fd292,2
188,0x003fd295,2
188,0x003fd297,2
188,0x003fd29d,2
189,0x003fd2c4,4
189,0x003fd2cc,2
189,0x003fd2e0,2
190,0x003fd414,2
190,0x003fd5b2,2
191,0x003fd480,2
192,0x003fd69b,2
192,0x003fd69f,2
193,0x003fd870,2
194,0x003fd90c,2
195,0x003fd918,2
196,0x003fdb30,2
197,0x003fdb80,2
198,0x003fdc3a,2
198,0x003fec3a,2
199,0x003fddae,2
200,0x003fddb2,2
201,0x003fdfb4,2
202,0x003fdfe2,2
202,0x003fdfe4,2
203,0x003fe006,2
204,0x003fe7f4,2
204,0x003fe7f9,2
204,0x003fe7fb,2
204,0x003fe7fd,2
204,0x003fe7ff,2
204,0x003fe801,2
204,0x003fe803,2
204,0x003fe805,2
204,0x003fe807,2
204,0x003fe809,2
204,0x003fe80b,2
204,0x003fe811,2
204,0x003fe812,2
204,0x003fe814,2
204,0x003fe816,2
205,0x003fe818,2
205,0x003fe81a,2
205,0x003fe81b,2
205,0x003fe81c,2
205,0x003fe81e,2
205,0x003fe820,2
206,0x003fea16,4
207,0x003feaa4,3
208,0x003feb50,2
208,0x003feb56,3
208,0x003feb5e,3
208,0x003feb64,3
208,0x003feb6a,2
208,0x003feb70,3
208,0x003feb78,3
208,0x003feb7e,3
209,0x003fedd0,2
210,0x003fee04,3
211,0x003fee06,2
212,0x003fee38,2
213,0x003fee3c,2
214,0x003fefca,3
214,0x003fefda,2
